,text,labels,predictions
1062,Black Lives Matter is a terrorist organization,Non_hope_speech,Non_hope_speech
1065,False. More women are psychologists,Non_hope_speech,Non_hope_speech
1067,Officer Clark you are da Man!!! GOD bless you and yours!!!,Non_hope_speech,Non_hope_speech
1068,This movement makes me sick.,Non_hope_speech,Non_hope_speech
1069,@Hit stick Nation because they are a largest part of the community i Mean they make up roughly 70 percent (or 65 didn't check but know it is within this range),Non_hope_speech,Non_hope_speech
1070,Trayvon martins father is a mason. Philando castilles uncle is a mason. George Floyd who isn't dead is a mason with a double phoenix tattooed on his chest,Non_hope_speech,Non_hope_speech
1071,Random Channel XD yes!!! Let’s burn her with fire and not with water!!! You go first!!!,Non_hope_speech,Non_hope_speech
1072,@Sam Osler you are the one that needs mental health because you're dumb  Madonna is a dragman and that's. A fact only the dumb masses don't know this wake tf up,Non_hope_speech,Non_hope_speech
1073,I guess when your parents come out as homophpbes when you told them your sexuality,Non_hope_speech,Non_hope_speech
1074,It even says in the Bible “If you’re using the Bible to hurt someone,Non_hope_speech,Non_hope_speech
1075,That what someone of previledge would say we know ALM I know in this country white people are treated different and you know it,Non_hope_speech,Non_hope_speech
1076,Madonna has always been a philanthropist for the LGBT community.,Hope_speech,Hope_speech
1077,Please excuse me I will have to see what BURNLEY FC thincks about this,Non_hope_speech,Non_hope_speech
1078,@Nicholas Glasgow You must not believe what I tell you. I have met the lady. When she was pregnant for the second time. You have very serious issues dude.,Non_hope_speech,Non_hope_speech
1079,Immigration was the worst thing to happen on this planet,Non_hope_speech,Non_hope_speech
1080,Protection and the bill of rights is my need -where is only 1 way to get that-PROTECT OURSELVES!!!!!!!!,Non_hope_speech,Non_hope_speech
1081,@twsay 456 Seeing what they've done to it,Non_hope_speech,Non_hope_speech
1082,Bruh that’s why I always say all lives matter,Non_hope_speech,Non_hope_speech
1083,Fighting for what they believe in,Non_hope_speech,Non_hope_speech
1085,Comment deletion in progress. Non-politically correct thoughts not welcome.,Non_hope_speech,Non_hope_speech
1086,@emily b who?,Non_hope_speech,Non_hope_speech
1087,Rose Bloom but she is,Non_hope_speech,Non_hope_speech
1088,@Eric I mean everyone those right,Non_hope_speech,Non_hope_speech
1089,The dislikes in this video prove the need for more videos like this,Non_hope_speech,Non_hope_speech
1090,You're absolutly right,Non_hope_speech,Non_hope_speech
1091,awww thanks babe. You need some tissues for your tears?,Non_hope_speech,Non_hope_speech
1092,@seguiriya1 Not all but some of those you describe live in US and other countries,Non_hope_speech,Non_hope_speech
1093,These matters movement are stupid.,Non_hope_speech,Non_hope_speech
1094,Omg that's funny. Peaceful,Non_hope_speech,Non_hope_speech
1095,Kinda pandering to have three black people for the panel (not included Hannity),Non_hope_speech,Non_hope_speech
1097,@Paul Guggenbuehl An excellent way for George Sorros to launder donations to Joe.  Whata wanta bet most of that money went to Bernie before he got knocked out of the running.  nFollow the money.nGeorge Sorros to,Non_hope_speech,Non_hope_speech
1098,my lives is matter,Non_hope_speech,Non_hope_speech
1099,Brodie Stark truth hurts don’t it?,Non_hope_speech,Non_hope_speech
1100,OMG the one kid is such an egg ..... no one,Non_hope_speech,Non_hope_speech
1101,Blame the slave owners,Non_hope_speech,Non_hope_speech
1102,hey amazing atheist i saw you in Video games,Non_hope_speech,Non_hope_speech
1103,I thought the girl with short hair and cuffed jeans was lgbtq+ herself. She dresses like us.,Non_hope_speech,Non_hope_speech
1104,Does thenAll White Live Matter movement (WLM) also include the life of BlacknPeople?,Non_hope_speech,Non_hope_speech
1105,No No No. You can't say all lives matter !!,Non_hope_speech,Non_hope_speech
1106,@anime enthusiast Stream of conciousness?,Non_hope_speech,Non_hope_speech
1108,No. He is so sober. Don't make him drink now.,Non_hope_speech,Non_hope_speech
1109,It's not controversial. Just BLM wants to cause trouble over it.,Non_hope_speech,Non_hope_speech
1111,Conversion therapy has been linked to several deaths. You're in no position to judge whether or not he's a survivor.,Hope_speech,Hope_speech
1112,@Kotori Minalinsky btw you say no human on earth approves of burning n looting. Yet it's happening all over. Lol. Do you realize the things your saying.,Non_hope_speech,Non_hope_speech
1113,You are not a Christian if you are okay with homosexuality,Non_hope_speech,Non_hope_speech
1114,@Ornamental yet you didn't mind your own business and included yourself into this. It's okay for you to do that,Non_hope_speech,Non_hope_speech
1115,Police lives matter!,Non_hope_speech,Non_hope_speech
1116,Or Latinos I think their Motto should be all lives matter not just “black lives matter”,Non_hope_speech,Non_hope_speech
1117,@Dave Raymond Your statement doesn't make sense. You might need to re-read it again.,Non_hope_speech,Non_hope_speech
1118,Truly a QUEEN in every aspect.,Non_hope_speech,Non_hope_speech
1119,Why won't you say black lives matter too? I'm not talking about the organization.,Non_hope_speech,Non_hope_speech
1120,Black racism!!! black people should be thankful that they are allowed to live in the USA. the place of black people is africa.,Non_hope_speech,Non_hope_speech
1121,Anyone who says that all lives don't matter is racist plain and simple! How can anyone say that all lives don't matter?,Non_hope_speech,Non_hope_speech
1122,I was so SURE about that like,Non_hope_speech,Non_hope_speech
1123,YOU THINK IT'S NOT?,Non_hope_speech,Non_hope_speech
1124,It sounds like a sales pitch.... ....,Non_hope_speech,Non_hope_speech
1125,@be the light it went on a riot at lawrenceville last week and ended up laying trash around the area,Non_hope_speech,Non_hope_speech
1126,@Der Introvert First of all,Non_hope_speech,Non_hope_speech
1127,And what were you doing during the AIDS epidemic in the 80s/90s while Madonna was raising money and paying for her friends hospital costs and traveling to Mexico to get drugs to help her friends suffering?  What were YOU doing?,Non_hope_speech,Non_hope_speech
1128,The World has gone mad ..and it's election time which will only heighten ignorance,Non_hope_speech,Non_hope_speech
1129,This SHOULD of happened before now,Non_hope_speech,Non_hope_speech
1130,Very true it had always gone on in pre-history,Non_hope_speech,Non_hope_speech
1132,Shoot looters on sight.,Non_hope_speech,Non_hope_speech
1133,david and larry are the faces don lemon sees in his nightmares,Non_hope_speech,Non_hope_speech
1134,Have you seen Mike Ehrmantraut from better call Saul or breaking bad? The sherif has that same vibe lol,Non_hope_speech,Non_hope_speech
1135,It's your ego talking,Non_hope_speech,Non_hope_speech
1136,jazzfan1 So it should be “Black Lives Matter TOO” because “ Black Lives Matter” is flawed and feels selfish IMO,Non_hope_speech,Non_hope_speech
1137,People always assume I'm not technical. I don't assume anyone is technical unless I know them...? So? And why would someone being happy that you're en engineer be negative? The stats show that 12% of engineers in the US are women. So they are being supportive,Hope_speech,Hope_speech
1138,Such a pure soul. I cried,Non_hope_speech,Non_hope_speech
1140,According to statistics,Non_hope_speech,Non_hope_speech
1141,@Molly Rebekah its not a choice,Non_hope_speech,Non_hope_speech
1142,Asian lives matter alsonthey been facing hella racism lately,Non_hope_speech,Non_hope_speech
1143,@Jason Aguirre all violence is unnecessary in a perfect world where sin doesn't exist. but,Non_hope_speech,Non_hope_speech
1144,Bbm add#11 have you heard of condoms or were you actually dropped on the head..?,Non_hope_speech,Non_hope_speech
1145,Thank you shiref,Non_hope_speech,Non_hope_speech
1146,@the op vloger there was protests,Non_hope_speech,Non_hope_speech
1147,@J T - It already has!  Read her brother's book. LOL,Non_hope_speech,Non_hope_speech
1148,@Ronald McFondle False. Madonna isn't a superstar or any kind of star for that matter and above no one. Madonna is a human. An elderly human at that,Non_hope_speech,Non_hope_speech
1149,Sheriff David Clarke is number one with highest regards and respect to you sir,Non_hope_speech,Non_hope_speech
1151,Lobotomites? Those guys are assholes. Between them,Non_hope_speech,Non_hope_speech
1152,Awww so wholesome,Non_hope_speech,Non_hope_speech
1153,You can't see truth mate,Non_hope_speech,Non_hope_speech
1154,What's more racist than people booing the value of non black lives?,Non_hope_speech,Non_hope_speech
1155,@Lcito great4lly Do you have autsim?,Non_hope_speech,Non_hope_speech
1156,Controversial it's racist to think otherwise all lives matter George Floyd didn't deserve a knee In the throat but he was an ex con don't get in trouble with cops you won't get in that situation it's that simple,Non_hope_speech,Non_hope_speech
1157,Yeah. Because that's the same. nnWhat would BE equivalent would be meet a woman who survived under the Taliban regimennMeet a Christian who survived under the Romans.,Non_hope_speech,Non_hope_speech
1158,Grow up serously history is history it's been done can u do it now ffs,Non_hope_speech,Non_hope_speech
1159,They are concerned for you dude. Have a conversation with them. I am pretty sure they still would love you. They are your parents. Don't try to burn that bridge.,Non_hope_speech,Non_hope_speech
1160,bailey also the hair???,Non_hope_speech,Non_hope_speech
1161,I wouldn't say that this is HIS legacy. Dig a little deeper and see the truth.,Non_hope_speech,Non_hope_speech
1162,THe Dems have caused all the rifts and division in America,Non_hope_speech,Non_hope_speech
1164,I can't even start a protest movement because there ain't enough for my people alive to protest because everyone done killed them where is my peoples piece of what everyone else got I hear y'all talkin about property rating and whites and black communities Native American communities are there got like two reservations and then all we ever hear about is where drunks and all we do is Gamble,Non_hope_speech,Non_hope_speech
